cpu,mem,latency,errors,incident
37.82873879339888,50.75903032779005,105.15796740336135,0,0.0
42.09468422663384,51.68695321579911,106.6597244168917,0,0.0
40.76590366703716,51.150653221584655,100.47921946645734,0,0.0
37.28723060456104,54.37705266212411,104.5878437262232,0,0.0
39.24237296590879,52.65590083736387,89.95647732570998,0,0.0
43.80204015742844,52.21058741271897,96.64536222706428,0,0.0
35.745202549658444,51.50543076735935,107.44530824928732,0,0.0
39.839890315508825,50.913591605396824,99.20859514346793,0,0.0
43.3284635504823,51.998404519793795,101.7899128793183,0,0.0
39.161667062598916,51.63110889185417,101.14458971494548,0,0.0
39.6355743507312,52.00202775778625,95.81274238741973,0,0.0
40.90173017753056,52.91769902721931,97.90879381759638,0,0.0
44.17129238438425,51.808569714728385,98.20253680006793,0,0.0
40.00759876609147,50.254215406848644,95.33024374770076,0,0.0
40.49381432352843,51.71524926125391,97.89032232411756,0,0.0
40.60889848206966,52.690226499250706,99.8872112895518,0,0.0
45.9846929685315,50.23243124712134,90.89746185015082,0,0.0
46.04100763865164,50.0732178797904,100.81825236434268,0,0.0
43.7694789621332,53.25710784386719,96.5882283308064,0,0.0
42.626975145414626,52.15606562659905,96.96016173998267,0,0.0
43.42182886333573,53.06537562900983,99.11402720276764,0,0.0
45.02026632159945,51.30476272557007,100.39280660697672,0,0.0
40.25802958852522,50.537971159129825,100.4654022012523,0,0.0
44.571398624391804,51.764838505576265,97.8086103606802,0,0.0
39.80113454220939,53.33989083888603,92.53549786518444,0,0.0
41.12162468811419,50.58811804403331,100.09686976387745,0,0.0
44.298611080819285,51.66772939192566,90.29676117087253,0,0.0
39.71331855781363,53.851533662186995,93.33070379837541,0,0.0
42.37579354922708,51.5966363458275,97.15704450952066,0,0.0
41.01660989224,51.32381665278813,98.56892753237584,0,0.0
42.311973625913986,52.106866372875636,90.76816008761223,1,0.0
37.30799759176508,52.40494975486643,104.09064776520127,0,0.0
39.44291099779227,54.206603552466014,96.12775357944662,0,0.0
41.66582979067133,52.57228082374233,94.79155098595254,0,0.0
44.99888998360951,52.37667676829598,105.27488903236731,0,0.0
42.87381707060802,51.59365832035586,98.04773493078633,0,0.0
43.302615191650986,51.55353382601355,101.39252983566276,0,0.0
44.74788498034529,51.69250817205719,102.96806752621679,0,0.0
41.68553453953466,53.0298574898655,96.1634394873337,1,0.0
44.083651743616635,52.41532198833423,97.44966583133616,0,0.0
41.976047418366385,50.8446578026467,103.71691752569353,0,0.0
40.20039016039326,53.13343633225344,98.52436665500511,0,0.0
42.9414160123441,53.84425023134647,103.14376578321844,0,0.0
44.936824539286505,53.29774985115595,101.85484304569147,0,0.0
44.530872496494446,52.4068914593433,95.66356641756956,1,0.0
43.89297355917978,51.26656244985554,98.0992815254692,0,0.0
48.762738632057285,53.344078143574066,103.79171341208688,0,0.0
44.86361482264313,50.53643045268323,102.35416405122348,0,0.0
46.05342985337968,52.3605356070831,99.23946735289591,1,0.0
48.628773529455756,51.39096257111681,110.15786063719376,0,0.0
41.61918427771699,49.92431734615348,98.90276127012902,0,0.0
42.18296368933691,52.069002580414356,98.94941353096114,0,0.0
47.799445586462554,53.178199153289384,88.19627763262429,0,0.0
42.76565194124281,51.77529545366537,97.30989945555662,0,0.0
44.4691554950314,52.20681362433502,101.86349580011375,0,0.0
46.59466873915587,50.60651993186415,102.17900770431775,0,0.0
46.28191499346887,51.43269572605576,109.20545523318677,0,0.0
48.05293984454163,50.03505990460735,100.11426114024918,0,0.0
47.57530381792577,51.845730368273514,91.92308152561512,0,0.0
46.76181540145157,52.03048025345136,103.75482853684592,0,0.0
43.11477800134175,50.52958494692438,108.65214939410016,2,0.0
46.285222117181775,51.31693536885105,103.96317446894649,0,0.0
45.35746398626143,52.55809179107938,103.90001327154461,1,0.0
42.10792078807167,53.13271859718561,96.28062092346147,0,0.0
47.62467739439983,50.41536608748595,107.7501494564201,0,0.0
46.4322639962431,53.19748764219926,100.05675756844138,0,0.0
44.93455566185352,52.03879514152456,91.20272860144772,0,0.0
44.401238586507766,52.974641920431644,115.11273588874903,0,0.0
42.49272072277501,50.749020288930765,110.55047718804657,0,0.0
45.30831579897906,50.216861962338406,100.45691121652403,0,0.0
45.86412688883359,52.226510319374746,100.50118584810443,0,0.0
43.28094884577204,51.63382332828605,99.65202222792375,0,0.0
47.28169983915749,50.40876395839517,96.36943818881002,0,0.0
42.77493572409215,52.38055027826349,101.3982342255437,0,0.0
40.73320352260332,51.6700358258464,101.9775846276223,0,0.0
47.066929114805674,51.22834161497111,106.98532861680451,0,0.0
44.1868186436737,49.69985497982499,95.0170796952945,0,0.0
44.74556998240136,51.96651048304307,102.0590549395645,0,0.0
43.324675155499726,51.979755436221886,100.77816744131577,0,0.0
41.78786271105889,51.109534632419596,94.91762621577394,0,0.0
47.50834276465596,50.498465719773094,102.26749116373932,0,0.0
43.61621074965878,51.47185907362141,105.23094456198335,0,0.0
48.30993688289174,53.54872264519355,104.65206850760771,0,0.0
46.594736322004145,52.60879193231588,110.22904196440295,1,0.0
44.34069971755546,50.74160045614737,96.32152695560154,0,0.0
42.78651925000861,51.719914084873295,96.15139965509992,0,0.0
43.47952485658259,50.98558998242205,99.59033585681443,0,0.0
42.503549631987426,51.83921548906073,101.31038394824182,1,0.0
49.08499830486447,52.16342018251491,102.08883501477052,0,0.0
45.21986549449988,53.20572538295221,102.35838437521895,0,0.0
47.169649239484244,51.49205803293114,96.71688997585866,0,0.0
42.31084154638182,49.21255833477093,99.47078630721968,0,0.0
45.18198523995625,51.19034558491257,99.29148265997563,0,0.0
47.14808029301173,50.107701951758315,99.30152562090109,0,0.0
44.09285944749194,51.11509858527567,102.64790783955513,0,0.0
46.79372935628056,51.55680423674053,103.95402372961819,0,0.0
42.52909154441509,52.23071139053949,99.54280424380045,0,0.0
41.93613198087384,52.721910368979366,101.77465781661233,0,0.0
45.384858828097116,52.393676331850756,99.591633907981,0,0.0
43.82883690726394,50.57132879732562,89.99133409781784,0,0.0
45.830596512672074,50.26199029544727,101.94726567749605,0,0.0
40.548190094572234,51.16536519008748,99.07534073533255,0,0.0
45.88417252570793,51.62777721287946,98.14604598513179,0,0.0
49.6101446086185,52.281790006805714,109.92358720944699,0,0.0
44.316412934674624,50.58415693648199,103.3044198757964,0,0.0
44.384331091064055,50.89327971795272,112.47333284888434,0,0.0
44.623801377041744,50.58504900835833,101.91023130262238,0,0.0
40.487700736599656,49.97284539831499,98.26163908804308,0,0.0
45.00921058327403,51.6229092797026,95.32271125761942,0,0.0
40.88970025007494,51.2372921879141,93.43725703906253,0,0.0
43.18712282285034,51.68751515590314,94.56209432166996,0,0.0
46.468566460387905,51.075953874450754,91.54703348961489,1,0.0
42.45114571322195,51.046229091305314,107.71559399521873,0,0.0
44.86126128923543,51.85842247697919,97.26778635134248,0,0.0
45.81988164881735,48.965380453857065,95.92531412070466,0,0.0
44.2860077730756,49.96198652067677,107.76600711879922,0,0.0
40.919260279962046,51.27469629755194,102.09280302008258,0,0.0
42.9273734146428,51.18793233460619,98.89892171053977,0,0.0
47.44087651362745,50.34536038527934,99.88411211274232,1,0.0
39.40028339178974,49.826152576301,97.97570173757326,0,0.0
42.825743875023406,52.14007598359201,108.38079198980212,0,0.0
42.19868986341979,49.78159270512755,96.6240452138089,2,0.0
43.46866971786613,51.3184612123522,92.92122381723418,0,0.0
44.64658438435392,48.930108821345,102.61577469391322,0,0.0
46.28925322507266,50.207825636125975,101.18430713583392,0,0.0
42.451895936501465,51.226826270958796,99.89626692452477,0,0.0
44.53633590757405,48.90850240080847,94.53461557623721,0,0.0
43.829261441973856,50.9310345011369,105.74061784919692,0,0.0
43.695471777879234,51.632009365767864,100.07707670472368,0,0.0
41.53482667472516,51.23822651032982,101.22978490468441,0,0.0
40.58286392155552,49.62379810061168,94.92147304184658,0,0.0
40.2912219868178,49.82438208745915,101.4447587944165,0,0.0
40.89123865614499,51.23300727561392,111.28232372807015,0,0.0
42.95932947638418,50.81002788712134,98.01357777174867,0,0.0
43.748772008966014,51.706598750338706,92.29254570282609,0,0.0
42.783837096882934,49.06419799849775,95.88888595517278,0,0.0
40.94816065596861,49.054539031786064,111.37217113237962,0,0.0
45.56636411435721,49.74734163296438,97.7069273578992,0,0.0
44.899726444388364,49.386474437626745,103.71309692161162,0,0.0
41.060821501005364,49.983039402385224,94.44484292656686,1,0.0
40.028077938808195,50.334817155440966,105.58948548098765,0,0.0
41.84081972940121,48.82832004804015,92.05358980835595,0,0.0
44.01980404664287,49.944328345707795,97.50163977025397,1,0.0
42.05495958359117,50.47937319704527,98.94744019196963,0,0.0
42.406194158125636,49.537329654643806,104.33615122791132,0,0.0
40.772086401518656,50.026781772926235,99.80596636262786,0,0.0
42.01145985153005,50.62665900581914,95.289525716067,0,0.0
44.09023882652113,50.50002245267963,94.2119048335262,0,0.0
40.423643776515746,50.9592907303004,104.02759129992657,0,0.0
41.09106703985302,51.18772631305566,96.35818422196078,0,0.0
41.21323299339859,50.47752483163364,102.82289994522245,0,0.0
41.17391698669522,49.75758228458654,95.94761778281233,0,0.0
37.683312179440556,50.24638764590363,94.60576184658562,0,0.0
36.65377344705355,50.62556062259536,101.9990794166918,0,0.0
38.26845844530589,51.13642149403171,94.06918370225527,0,0.0
40.54378790296979,52.09375373421321,94.84454051916491,0,0.0
41.2156672106369,50.2972866580415,93.93863660262332,0,0.0
38.94661414503519,50.03668208336366,99.0278249842356,0,0.0
42.66248343106935,48.960232070490726,96.03557730999471,0,0.0
39.52165852882145,48.01359087587535,88.32379926104298,0,0.0
39.748761279331355,51.864107652897204,103.62089122178304,1,0.0
39.220437091540354,51.76001336438153,102.79455178313097,0,0.0
39.77681061676778,51.38397808980401,104.35569272119713,0,0.0
40.81829386862812,50.27291750355975,96.49839556816693,0,0.0
40.64147753946853,50.9520350765599,92.02767138163102,0,0.0
37.41442564806458,50.64771829932674,92.7147949560194,0,0.0
42.16001542875276,49.71228658054969,97.95663942218572,1,0.0
36.82440622047282,49.03225625461019,99.78266790478126,0,0.0
39.07507862624433,49.55158277397408,103.70684808250554,1,0.0
38.27043024947081,49.901082070457086,106.1208711163194,0,0.0
36.62431113522887,47.956211125443026,107.36594297657993,0,0.0
38.475635472436714,50.494568757665675,97.9960056546202,0,0.0
37.04838089133737,49.77417026754171,101.4856711316593,0,0.0
38.58054269103725,48.095553349233704,100.91341707148375,0,0.0
39.14624598133506,50.08478367704632,100.31115980123805,0,0.0
41.189942599498444,49.74672748302465,96.8851650561335,0,0.0
38.767563644532444,51.25647353776272,106.57308122017507,0,0.0
36.837794729681704,48.893108927362334,101.77586559476438,0,0.0
37.185231867838716,46.83498276364679,102.92516457430473,0,0.0
38.15746636481122,48.73060852164337,96.68296839799675,0,0.0
37.974319442450046,49.94530524480559,94.36502898828527,0,0.0
40.61734896231185,49.663250762918345,102.20262000426861,0,0.0
40.40056962883719,48.83115973169089,99.48765533180078,1,0.0
36.80464128293126,49.910325558869715,95.55184473239368,0,0.0
36.33886920684898,49.121682169757456,99.98914605865234,0,0.0
32.23671008732182,47.57582998217005,96.49051202092475,0,0.0
36.16870393800912,48.97004522371887,111.7788407091453,1,0.0
35.227248167329584,51.406700966835544,102.49055143214042,0,0.0
36.39166009516665,49.93339324928548,103.20766210429342,0,0.0
37.8035823656614,49.090155470401086,103.54184047153244,0,0.0
37.29509520368438,48.533908670869614,100.55725963626868,0,0.0
36.80229487050845,49.261371597550536,101.40470759653965,0,0.0
37.18417051190748,49.74745107154076,95.45224462805605,0,0.0
36.45683210301349,49.86162438177033,91.96750053939215,1,0.0
37.02848320336914,49.14993016549932,105.75706524164363,0,0.0
30.099059188241505,50.33147170161064,91.72041027762046,1,0.0
35.95068157684447,48.133616420018384,103.24220542959067,1,0.0
36.19707071227413,48.39090624631776,101.62138254433253,0,0.0
35.66718476339033,49.50229609258874,92.26276945051596,0,0.0
35.846211781072746,47.61562429653595,96.11624728184243,0,0.0
37.622607759073816,47.79001467688898,101.31970112959117,0,0.0
34.955173633498234,50.03168846592048,108.51156097630387,0,0.0
40.48972466230099,49.372301417126096,97.77288873992549,0,0.0
37.40341511165719,48.69015150780445,99.43088091641083,0,0.0
35.95429675525605,48.466796410141846,109.37682412841106,0,0.0
35.495289838282815,48.11981442563561,100.00481015709326,0,0.0
35.67890955917888,47.96543728888968,99.6655152518414,0,0.0
33.96633884236107,47.39925885073447,101.13103482785264,0,0.0
35.55322791680611,48.3147827055534,112.05205536185741,0,0.0
36.2493825319004,50.26004416436163,106.69156481050533,0,0.0
36.80120436907852,49.1257507756476,96.75118982943155,0,0.0
36.75334942914704,48.171372818669056,98.20956692588639,0,0.0
34.997825863958184,48.40906616087433,108.75324302647599,1,0.0
32.670808446530245,49.208752470683436,101.00396046312255,0,0.0
34.12195844445108,48.86607524327516,102.85265454364226,0,0.0
38.643556401877504,48.96074336503484,98.4482249894489,0,0.0
37.17212583320396,46.277548964636324,99.52383058886797,0,0.0
36.081935203842136,50.02778109387164,99.61097000761684,0,0.0
33.784657226054215,49.05706823413473,92.17559272080814,1,0.0
35.28096274900724,48.91753349009551,101.69704160172283,0,0.0
32.730652259227455,50.03410116415596,94.46220000066549,0,0.0
34.1083362113615,47.58376641798076,94.45056973458814,0,0.0
34.69393866376303,47.89328636620683,99.35066051919362,0,0.0
34.435127065436035,50.152921921453604,103.36871845929058,0,0.0
37.047608945986156,48.28939245240909,100.68593100497172,0,0.0
32.27489758360361,48.09287051608068,104.28625336129706,0,0.0
33.361384191512116,47.92405921163184,104.24361950179288,0,0.0
32.32473515043627,47.756181832463525,98.54969870224281,1,0.0
